100 1000
84 23 592397386
20 97 730927566
31 38 829770576
67 78 609484297
1 100 961556520
62 50 668029739
54 34 924484835
88 36 541158151
44 62 628189275
47 94 820553802
22 71 938673911
21 77 751921360
59 99 582692200
82 11 831106864
95 66 679511578
20 98 582807669
82 89 520698172
66 24 834600052
74 47 501482342
19 6 502827867
11 87 547901359
40 11 550802253
2 63 851260266
71 4 971989466
4 51 565957534
64 99 776843512
18 12 531213200
18 82 888193296
86 58 770564451
71 75 663681071
72 42 740384657
47 66 545998279
45 70 562486105
72 15 629440802
94 19 527041116
80 83 652514365
67 21 862388992
98 5 611317067
88 63 595877011
87 43 865412835
90 93 788836261
73 25 519389870
56 98 679634353
30 60 609891677
84 91 508562708
12 63 642258304
56 87 647919881
20 52 743965905
74 95 603087432
79 77 530808221
53 31 587189698
57 66 746176412
10 60 769368679
85 81 647008975
78 96 909353571
56 29 879443897
82 64 868481223
26 74 804705192
56 92 882816430
52 63 526125677
87 85 550389817
9 77 635007606
37 28 811160369
89 62 608399643
70 75 901612414
89 63 845125879
47 93 543525484
49 69 649169497
77 20 701616883
48 93 958063143
3 78 539977173
11 96 890183223
76 21 663805318
44 92 648843049
78 79 839294695
62 38 739167219
25 64 605278609
89 51 808155650
55 70 603774631
28 52 958595301
95 83 824482665
56 22 769058395
23 77 858114335
26 94 850426977
29 80 952055570
15 93 847470681
56 99 563840375
87 80 970759014
36 93 588676814
77 63 710320841
37 18 918922808
5 75 516297155
24 62 990576953
29 71 788677100
13 94 554461828
86 20 524022599
91 46 988247837
47 72 859072551
82 95 568906059
95 100 854719085
60 39 790919744
51 22 681491628
20 87 860853687
56 86 597557578
