2000 100000
266 53 647137279
267 67 751000279
268 240 543575641
269 224 838692311
270 267 775269058
271 177 967679626
272 218 641181379
273 164 700274815
274 145 800759029
275 187 892400923
276 197 623163642
277 212 992897604
278 44 670545933
279 228 805776752
280 64 719363467
281 17 878995894
282 39 619776749
283 27 535560920
284 24 555206391
285 166 533060961
286 266 932094780
287 133 526559050
288 234 618998560
289 241 990003386
290 144 945337337
291 151 999045612
292 134 601445893
293 180 827568187
294 167 896424013
295 28 923040984
296 178 992572848
297 152 760959179
298 95 785144738
299 251 563624220
300 197 848211565
301 293 972933217
302 293 539882483
303 273 555453953
304 244 637155133
305 113 591637737
306 14 573439587
307 219 939150222
308 130 613793419
309 69 780074343
310 302 652296978
311 156 857716556
312 58 683432479
313 286 522207323
314 289 527967276
315 68 542056781
316 121 739303760
317 35 871920230
318 34 958836548
319 261 675693160
320 276 815357567
321 75 953856300
322 138 947492065
323 197 909443784
324 300 827962305
325 126 944016249
326 325 830692951
327 213 704756902
328 235 759300572
329 180 890945704
330 47 777111769
331 322 661132627
332 4 572673142
333 105 629173058
334 274 886078412
335 275 828033402
336 253 777731721
337 202 640900068
338 305 565823071
339 239 597853860
340 57 647254299
341 291 917141091
342 126 590235994
343 203 828130045
344 287 547572013
345 242 618926899
346 271 683715124
347 267 847402583
348 71 750894066
349 144 524014854
350 3 861258601
351 307 524709486
352 213 658795330
353 278 764328114
354 123 726020619
355 296 615393131
356 201 593775951
357 218 848393302
358 245 828938135
359 315 760712876
360 42 504167063
361 90 586967485
362 261 742450955
363 245 957834947
364 280 535799322
365 169 910409219
366 174 945274679
367 266 839099325
368 286 782208718
369 360 530592120
370 198 850642513
371 223 658799270
372 4 609280081
373 239 574899394
374 250 985171917
375 101 693792331
376 248 924241631
377 141 646342983
378 359 649821804
379 322 859808319
380 100 784517764
381 328 706920139
382 167 636145299
383 117 600454433
384 275 576419475
385 249 640373589
386 11 755999967
387 37 974610462
388 234 586531159
389 99 932124249
390 374 683544055
391 242 966894259
392 317 973454346
393 235 551624721
394 131 777615010
395 246 593030581
396 72 602832132
397 212 591311405
398 107 989753114
399 4 793499283
400 57 548020021
401 259 573740461
402 277 567769505
403 94 637132763
404 96 932073174
405 68 980528395
406 221 626064722
407 107 672546557
408 323 898512988
409 118 769787549
410 236 646358587
411 185 654662733
412 340 581151150
413 304 695113275
414 309 831177641
415 393 638260300
416 46 788015001
417 253 989091102
418 181 989514436
419 362 512286248
420 162 745373570
421 382 758404617
422 409 532791901
423 338 940682114
424 386 796121947
425 62 765497516
426 20 636260868
427 350 635943280
428 90 947900121
429 330 650934854
430 158 785208670
431 142 547181508
432 73 855014885
433 210 918769547
434 301 923984822
435 284 773023372
436 52 766820689
437 275 623305670
438 152 942934995
439 172 838631387
440 361 585749964
441 198 842703423
442 378 665469706
443 45 532377288
444 286 895722521
445 308 877161952
446 309 782548117
447 229 909789621
448 374 633692029
449 426 553009684
450 72 740885283
451 292 831051730
452 328 966081143
453 443 947364592
454 337 950761393
455 213 507943394
456 196 778905268
457 84 897276823
458 139 548921754
459 417 970623037
460 267 849444419
461 109 830105560
462 228 590651115
463 154 697391639
464 45 660916742
465 158 549894938
466 97 693371641
467 452 679048193
468 169 753563754
469 188 606730362
470 206 711503414
471 458 712156846
472 421 836608600
473 84 553964084
474 315 971339585
475 92 665869817
476 18 882341740
477 451 846084928
478 92 819632957
479 103 895256356
480 377 836369254
481 391 910187326
482 323 891342948
483 302 700749667
484 332 600769246
485 197 528421525
486 416 914846941
487 42 530776986
488 263 906184509
489 405 508633304
490 488 755982540
491 40 706240868
492 109 689465065
493 363 631420265
494 454 953339560
495 134 697410389
496 466 601159360
497 270 639279202
498 224 864668114
499 188 840159617
500 282 751590345
501 206 738359473
502 136 848387428
503 28 759661374
504 256 826742311
505 392 575488387
506 433 985356872
507 178 805335079
508 320 798775887
509 325 661671653
510 54 560123274
511 253 963589986
512 341 501446268
513 29 974407590
514 312 889387503
515 72 968925732
516 507 753054560
517 193 645214336
518 157 780921800
519 345 785029747
520 200 897730333
521 520 586865016
522 465 917319169
523 307 881662764
524 3 954307444
525 232 671795587
526 297 766528127
527 515 594233925
528 246 899017788
529 363 694581099
530 384 698488745
531 421 613685333
532 310 813976855
533 177 645430258
534 491 763650373
535 38 598718546
536 484 909842530
537 140 619920694
538 383 753466758
539 17 868441499
540 46 564620907
541 260 645482326
542 252 820319844
543 105 839886135
544 531 707360743
545 435 847335507
546 328 955493676
547 65 560468061
548 489 630538660
549 250 850570809
550 178 808206681
551 30 730100276
552 549 798376316
553 437 659569535
554 429 760044451
555 124 850843101
556 180 586523274
557 177 919984557
558 4 564400470
559 213 586122928
560 146 897764513
561 29 706439230
562 187 670266854
563 41 934557636
564 261 802784507
565 258 806721477
566 6 655572161
567 142 793199283
568 207 674565167
569 518 530205012
570 455 536302180
571 427 555429276
572 421 793261159
573 389 823331610
574 136 704674482
575 403 695472234
576 15 620063952
577 274 761165133
578 475 819922307
579 48 715123797
580 504 602422610
581 357 959351624
582 557 691622521
583 361 681586087
584 216 535862914
585 494 942782966
586 425 930663960
587 67 897595072
588 246 632878549
589 29 516478063
590 368 874225686
591 81 612373342
592 39 676095256
593 75 558734049
594 434 969959664
595 196 757436695
596 453 536674078
597 569 667946418
598 354 568394943
599 292 557976872
600 336 534989496
601 294 837461733
602 560 513987147
603 66 528684659
604 295 612033003
605 603 540386747
606 31 958535774
607 425 500227268
608 479 730799454
609 129 841299612
610 405 984941659
611 354 602564436
612 505 584179475
613 46 843057205
614 77 619667216
615 76 753832849
616 208 510509912
617 416 635357411
618 592 790469321
619 94 825590813
620 139 596443901
621 494 806054225
622 487 511948199
623 439 673479958
624 221 637965256
625 61 560809565
626 323 559597360
627 359 761972629
628 576 938192934
629 29 936392514
630 277 687224872
631 550 554254714
632 579 787872293
633 413 613340145
634 593 876333473
635 360 733198440
636 623 899839648
637 275 993684160
638 408 673149006
639 14 817680140
640 177 708619449
641 73 696023624
642 571 519860253
643 526 764902307
644 86 947849101
645 280 840056968
646 615 626505990
647 435 654868924
648 231 562929189
649 638 771575632
650 133 915341598
651 596 811139900
652 28 584438696
653 553 542843867
654 248 639114225
655 212 658685856
656 577 922392537
657 524 914989499
658 474 763414286
659 260 500289159
660 458 828906173
661 167 876478459
662 419 690450148
663 606 594304113
664 52 907680668
665 603 707633280
666 12 790193102
667 417 781369538
668 218 639634732
669 504 699449009
670 363 580656235
671 648 567755275
672 497 957769994
673 369 916831065
674 137 561157937
675 364 764174218
676 593 727103595
677 535 845523914
678 617 534881090
679 566 948659440
680 201 653992209
681 445 574060611
682 661 653234815
683 288 607664995
684 119 602903425
685 664 800297621
686 366 910846939
687 454 608465861
688 304 846203763
689 224 511708418
690 285 530234098
691 238 749368885
692 498 691847307
693 526 866713446
694 290 544904923
695 474 584013524
696 131 899206727
697 655 862982810
698 586 784687676
699 314 510390218
700 550 918160186
701 572 730644502
702 458 906383261
703 661 616346760
704 215 855142008
705 578 782998999
706 296 607551487
707 391 739890513
708 535 649436242
709 193 721336193
710 442 808169389
711 674 940696308
712 562 979764292
713 152 600833222
714 665 919077715
715 690 841258973
716 171 819445293
717 167 856055047
718 470 770486094
719 279 509166157
720 106 551583423
721 464 519479097
722 263 965888068
723 19 806086118
724 717 614100278
725 31 694861067
726 52 915705333
727 55 580666987
728 201 944756301
729 17 952788807
730 677 955880785
731 347 687672007
732 325 631404911
733 539 922233975
734 97 664200140
735 311 923129676
736 13 865500459
737 452 762210250
738 467 782150383
739 61 851387710
740 346 956390636
741 731 681273910
742 671 755644464
743 409 587375505
744 683 766602983
745 13 597861343
746 575 990232580
747 99 510357232
748 214 653107285
749 414 897141177
750 480 507235378
751 627 703561215
752 415 768262372
753 37 999761258
754 60 653444204
755 576 897337827
756 688 581701224
757 374 910586739
758 27 756380698
759 437 792518143
760 313 962156759
761 467 538332815
762 155 819425399
763 653 542706946
764 365 574047861
765 387 518304092
766 639 861226207
767 644 951363359
768 127 778705996
769 126 657414458
770 376 570301032
771 254 835541404
772 517 788462560
773 120 905789554
774 537 827640497
775 116 791324815
776 564 566059810
777 548 589354904
778 293 915905272
779 621 633188581
780 276 832113826
781 16 929802547
782 3 846097007
783 712 923108260
784 157 846329354
785 471 644641948
786 613 685494481
787 369 917396339
788 133 742023625
789 266 620293924
790 222 513873457
791 13 521634392
792 7 841716492
793 554 516458107
794 437 753276948
795 735 587558850
796 525 997433075
797 285 877261390
798 232 850608576
799 201 610506184
800 616 562526210
801 217 902155823
802 263 876939219
803 406 948955057
804 790 595099863
805 593 837302971
806 796 967642648
807 422 811403701
808 570 812363803
809 566 992372472
810 541 812472984
811 46 658233859
812 327 983281084
813 333 959736829
814 228 710715629
815 679 902816004
816 561 576099674
817 317 686704343
818 596 574253020
819 540 985425631
820 379 846622463
821 679 602320552
822 610 923277091
823 124 721052734
824 226 561683476
825 177 972118801
826 741 907299984
827 555 501797968
828 553 961889425
829 132 766930643
830 418 773579861
831 209 608764688
832 731 567242357
833 636 823187634
834 657 674172056
835 381 525935045
836 57 724866423
837 409 974939291
838 335 907582031
839 47 795154379
840 313 617552636
841 371 559796487
842 295 658418763
843 624 553505170
844 139 542901577
845 526 516699296
846 231 517854100
847 558 823892198
848 806 515500794
849 335 841708066
850 88 604137973
851 675 798095982
852 73 546037684
853 307 781546117
854 295 918327512
855 512 642689399
856 196 867852312
857 582 825896282
858 629 998628693
859 49 689656819
860 729 779279864
861 41 511809140
862 593 617531527
863 590 805380542
864 620 821075406
865 816 730111945
866 287 648499487
867 663 567933730
868 188 835212650
869 10 784528792
870 339 577704508
871 51 893736091
872 381 976407020
873 690 527227085
874 454 704396923
875 33 512201180
876 871 845826803
877 479 629961890
878 100 767590219
879 710 871292690
880 669 515399701
881 54 513261447
882 287 569091460
883 600 719387497
884 82 799662991
885 731 902366533
886 201 868329784
887 207 984495822
888 816 651473470
889 737 628704351
890 529 958888394
891 400 985718260
892 180 660190159
893 731 755681210
894 125 805391421
895 447 800892827
896 545 587407412
897 188 915641726
898 388 758756560
899 434 506491661
900 813 687508312
901 416 936352828
902 473 844120009
903 530 556957930
904 791 561483540
905 644 965957202
906 752 768134798
907 617 747346727
908 868 741089633
909 695 942952588
910 735 863545851
911 323 971074129
912 899 546693584
913 666 588214797
914 678 682579440
915 440 690688279
916 3 670942521
917 806 970850159
918 421 693714987
919 662 595753481
920 528 718762161
921 643 824665894
922 281 786810198
923 883 686481819
924 635 681969343
925 748 846782251
926 393 958795361
927 770 904359278
928 667 749781711
929 457 713149911
930 577 825818642
931 86 940491984
932 695 999689959
933 48 567463438
934 303 918867932
935 570 828311682
936 411 575401626
937 688 840423326
938 77 881949165
939 589 549407419
940 365 771707964
941 807 565968359
942 493 645141388
943 204 553008491
944 11 963153749
945 530 641234364
946 50 577821091
947 629 673474753
948 931 679723353
949 329 549967242
950 354 545581720
951 438 919197168
952 608 963938710
953 828 840949177
954 195 900845666
955 242 871248175
956 585 615820398
957 400 747438161
958 716 839981017
959 511 813815296
960 300 779550152
961 447 938858206
962 8 590183247
963 924 898774963
964 142 888842945
965 918 519134358
966 208 654818909
967 546 607520811
968 866 898687656
969 255 893041849
970 813 645229824
971 923 581191393
972 888 994684459
973 10 666142521
974 763 592464614
975 229 992902951
976 619 796261835
977 935 730228381
978 165 602657795
979 310 559049391
980 801 597583255
981 91 817007904
982 364 978441576
983 295 753924428
984 413 958802711
985 131 940153119
986 261 786486614
987 428 786595065
988 211 894513030
989 264 976909490
990 202 852050063
991 976 730552857
992 376 973356869
993 581 597131930
994 791 859322605
995 884 577687294
996 561 633095054
997 773 599442780
998 731 545543734
999 466 535442349
1000 155 794479974
1001 233 701659819
1002 739 929603375
1003 564 878078688
1004 596 865908438
1005 453 614764556
1006 754 531762161
1007 840 965443918
1008 778 812627803
1009 400 806084790
1010 122 876905593
1011 749 553573672
1012 903 504789915
1013 322 858287288
1014 797 630252163
1015 852 640100837
1016 611 805347675
1017 689 867987551
1018 636 791330714
1019 91 609057344
1020 705 702154414
1021 348 873776600
1022 957 539197545
1023 955 654841472
1024 852 510392432
1025 771 675480082
1026 341 508109653
1027 854 750787064
1028 29 762632436
1029 86 525818599
1030 100 783222862
1031 218 609132239
1032 372 703791099
1033 941 737366140
1034 430 616187618
1035 715 700340993
1036 991 797836005
1037 247 807509223
1038 27 782529940
1039 901 943869351
1040 759 751670316
1041 6 597769744
1042 448 677617517
1043 533 793166197
1044 1036 528210702
1045 978 669735386
1046 785 837253073
1047 1015 621607298
1048 417 635990410
1049 829 615822211
1050 348 887532181
1051 927 829930573
1052 53 827033231
1053 103 775743306
1054 277 791253071
1055 118 533051389
1056 792 747852657
1057 995 849325904
1058 612 978162670
1059 126 711753449
1060 648 558519965
1061 904 777528001
1062 406 643318924
1063 461 861747289
1064 755 597729167
1065 75 601582133
1066 742 858304384
1067 234 680494220
1068 510 806973697
1069 509 639338578
1070 35 747480504
1071 971 700165371
1072 357 735616614
1073 801 874778291
1074 338 758821191
1075 980 786550237
1076 135 808828823
1077 641 508889102
1078 779 723998778
1079 800 688523756
1080 51 908112333
1081 960 747777426
1082 144 909482161
1083 842 723311464
1084 998 866291920
1085 1058 692480655
1086 402 638975787
1087 764 962686297
1088 528 572897903
1089 330 982105179
1090 151 778533410
1091 586 684091674
1092 809 611364400
1093 20 890444145
1094 848 952027353
1095 173 740192276
1096 673 977694538
1097 332 584003804
1098 778 876250227
1099 223 823626184
1100 1019 866099921
1101 959 619567316
1102 570 585354053
1103 520 804869650
1104 912 769404209
1105 520 889552552
1106 663 736846702
1107 778 562013097
1108 181 738833886
1109 924 600252636
1110 96 908489638
1111 731 776932586
1112 495 667067211
1113 834 573961108
1114 335 611128404
1115 12 877729752
1116 768 668508697
1117 672 837914161
1118 631 753956068
1119 161 634932572
1120 724 550529938
1121 163 568012091
1122 721 985182807
1123 104 853715155
1124 551 967847766
1125 610 867505792
1126 134 619055133
1127 468 727538376
1128 609 522797909
1129 184 957274235
1130 1093 957591329
1131 601 859847422
1132 593 552272893
1133 172 576829943
1134 381 833238563
1135 929 774784435
1136 905 683066294
1137 659 935292917
1138 663 647449675
1139 314 873061408
1140 46 609695372
1141 817 519871692
1142 975 502040828
1143 12 974278981
1144 9 930853676
1145 1050 887035025
1146 988 813426151
1147 265 812032741
1148 345 686377747
1149 490 687740087
1150 477 948713825
1151 860 597109966
1152 327 628559106
1153 211 641474808
1154 763 741210359
1155 1112 894076251
1156 35 573833654
1157 813 768193140
1158 758 604809280
1159 122 810408252
1160 1067 942507735
1161 622 681885208
1162 25 604352243
1163 99 743930741
1164 844 693724462
1165 76 633753410
1166 813 579020346
1167 683 777812646
1168 734 836993820
1169 1116 583048612
1170 360 593589830
1171 64 550544267
1172 710 579056200
1173 940 958341223
1174 516 756831525
1175 913 519207109
1176 870 747697049
1177 72 815648657
1178 470 552116689
1179 326 917344728
1180 379 976578149
1181 983 831909033
1182 179 881567371
1183 998 785286517
1184 156 784989672
1185 357 572810906
1186 908 756919656
1187 811 588388091
1188 35 684137720
1189 749 561437398
1190 407 953273897
1191 1132 774271033
1192 45 681256952
1193 1143 906767037
1194 673 738277968
1195 719 598286454
1196 95 780384267
1197 909 642677565
1198 436 903900529
1199 474 928089012
1200 735 621771659
1201 440 797012411
1202 220 540234439
1203 29 945104178
1204 358 998937531
1205 781 720477747
1206 582 565904905
1207 277 891330865
1208 486 901082041
1209 469 971136412
1210 53 782465148
1211 799 604616185
1212 1074 757093559
1213 508 769757071
1214 1130 704280906
1215 69 844179996
1216 919 822921579
1217 159 862670377
1218 1110 809654546
1219 62 502370042
1220 559 805109701
1221 943 535456814
1222 394 759133121
1223 1036 703114630
1224 139 804065760
1225 771 763666032
1226 478 848153762
1227 1190 680249161
1228 50 848617788
1229 888 602451056
1230 902 972591794
1231 822 843463589
1232 206 810760492
1233 1170 876938820
1234 164 577136694
1235 869 780086620
1236 125 529952139
1237 339 520319417
1238 358 668233616
1239 418 574110546
1240 260 647170996
1241 1121 710721978
1242 255 526678606
1243 437 509918607
1244 662 940154801
1245 725 557423857
1246 94 504253317
1247 1149 807158153
1248 138 928427187
1249 426 904781229
1250 106 596381023
1251 723 574215073
1252 1133 751920323
1253 1039 830174981
1254 581 905385969
1255 130 627322604
1256 972 610820536
1257 105 719759163
1258 589 637485391
1259 792 504234037
1260 625 743742570
1261 776 626340707
1262 222 853055971
1263 735 882887232
1264 1099 855096870
1265 448 753078598
1266 882 656057338
1267 1189 503433810
1268 1234 584377954
1269 822 628740738
1270 212 590941345
1271 1155 997041647
1272 930 624902067
1273 75 964281331
1274 571 521946801
1275 617 846567651
1276 238 804231676
1277 1189 717786968
1278 374 714976806
1279 406 563820420
1280 30 670092521
1281 685 723367726
1282 682 676105397
1283 91 909360439
1284 853 738889116
1285 416 552450017
1286 1030 563608479
1287 901 875633458
1288 418 932027560
1289 385 578047269
1290 108 581720512
1291 991 925137538
1292 853 620060988
1293 1031 646965919
1294 159 844119021
1295 1149 556378702
1296 514 530914721
1297 218 896178632
1298 566 648313725
1299 1033 788241755
1300 476 588575975
1301 1027 930870548
1302 60 707212326
1303 685 593433296
1304 824 708538332
1305 1076 555096144
1306 2 924753931
1307 803 995418172
1308 169 969360959
1309 389 683043914
1310 1223 763323923
1311 648 949768662
1312 218 736861492
1313 848 883346869
1314 1248 880038014
1315 972 543429893
1316 441 641771256
1317 631 865812556
1318 326 956043955
1319 1143 928214049
1320 854 628059350
1321 164 534379830
1322 901 518543709
1323 1263 907256442
1324 553 678409562
1325 701 596069546
1326 442 795503543
1327 461 525450647
1328 507 849902278
1329 1305 612711380
1330 397 639976485
1331 895 827432640
1332 690 662728387
1333 326 926288633
1334 1300 678611205
1335 92 537662655
1336 512 539823962
1337 43 846911447
1338 657 811304645
1339 217 914667491
1340 446 774727971
1341 1180 794581072
1342 816 569285429
1343 1014 894451271
1344 88 757904572
1345 125 932648264
1346 86 606527776
1347 582 531709523
1348 1082 735208574
1349 1260 548113100
1350 548 888348951
1351 482 858815617
1352 1044 532228204
1353 594 710266485
1354 784 705196174
1355 290 550205026
1356 396 575994989
1357 551 724910861
1358 423 845247019
1359 134 897421537
1360 781 501195964
1361 1012 544514417
1362 827 989025371
1363 421 538853064
1364 529 735969437
1365 802 818730935
1366 966 512337191
1367 228 655371394
1368 1344 848606546
1369 177 776222866
1370 1153 619909446
1371 657 582502944
1372 1216 900757326
1373 871 508334066
1374 1293 636396404
1375 344 683515550
1376 762 687651754
1377 857 607115761
1378 930 763414788
1379 1247 507122792
1380 1151 750540758
1381 666 934104043
1382 575 512043953
1383 126 597355545
1384 1005 565589393
1385 834 620196588
1386 802 966024891
1387 1368 563227268
1388 225 631721756
1389 389 988741457
1390 825 624767279
1391 604 726005495
1392 27 556904619
1393 1109 669019815
1394 305 768226183
1395 857 917790396
1396 1112 841647645
1397 1112 778736856
1398 484 504232052
1399 37 570785505
1400 75 747083502
1401 86 730579079
1402 888 561017336
1403 69 906905146
1404 1402 894473066
1405 813 631845561
1406 238 724088504
1407 1007 696127652
1408 1260 805661477
1409 911 773220534
1410 853 735677585
1411 506 769804685
1412 663 522863016
1413 737 825177391
1414 1325 824513387
1415 189 814917554
1416 565 974392174
1417 109 909155746
1418 1030 545031755
1419 1003 995655208
1420 856 563217167
1421 1278 809911292
1422 974 906378924
1423 908 568500895
1424 426 561683644
1425 1297 946770558
1426 90 912352272
1427 778 627005667
1428 1413 821834220
1429 199 681165795
1430 113 648222931
1431 567 559264421
1432 83 615392085
1433 217 670181056
1434 956 854568513
1435 1092 963492217
1436 1013 996917023
1437 1123 849396011
1438 398 969977321
1439 213 610201889
1440 597 831784277
1441 517 690577313
1442 187 622949681
1443 1187 550043913
1444 423 696419229
1445 978 579627042
1446 354 758972971
1447 466 981202451
1448 994 887530537
1449 282 615338655
1450 1138 695775399
1451 795 654130838
1452 712 692290031
1453 55 520024728
1454 241 955711370
1455 730 575888802
1456 29 795578901
1457 162 878838526
1458 626 833446496
1459 498 554020487
1460 615 565265584
1461 348 720295263
1462 1248 521846830
1463 1381 990079638
1464 1133 978961583
1465 186 948340547
1466 911 697805450
1467 1288 552708391
1468 103 610468371
1469 577 639749842
1470 784 915124206
1471 399 902335196
1472 514 606195810
1473 803 749166008
1474 641 534552394
1475 319 745340709
1476 752 814307164
1477 497 817550411
1478 1239 594600665
1479 1246 569724677
1480 559 611772652
1481 554 907305196
1482 1261 796436535
1483 403 980449813
1484 655 944701282
1485 391 507194795
1486 1411 531741617
1487 116 550447559
1488 190 716248289
1489 1280 801824559
1490 512 600329949
1491 1237 663928301
1492 259 622146580
1493 222 942009814
1494 134 900824427
1495 856 883308411
1496 942 778317093
1497 339 606578458
1498 895 944879931
1499 668 847209353
1500 1446 889236976
1501 770 653409332
1502 48 536585648
1503 1225 700225181
1504 998 999069045
1505 1362 879659269
1506 841 909166917
1507 1325 830668840
1508 318 728707725
1509 929 568168242
1510 632 751241823
1511 617 500066639
1512 984 984113375
1513 829 789308047
1514 649 939818083
1515 295 936004589
1516 231 907549202
1517 587 979214783
1518 96 681859849
1519 28 592875991
1520 543 664158277
1521 355 535342106
1522 1473 906839024
1523 874 589230687
1524 907 646503101
1525 926 711481039
1526 1447 554289523
1527 1050 558005532
1528 684 541759454
1529 337 964395595
1530 333 927213244
1531 146 597452010
1532 1156 796022622
1533 670 950065627
1534 462 657052695
1535 342 577834029
1536 141 968582069
1537 1146 995742351
1538 1287 990358922
1539 1507 653508443
1540 238 690852313
1541 711 827865183
1542 33 642253220
1543 470 638042554
1544 1303 871643177
1545 426 806128785
1546 44 785861523
1547 227 502308711
1548 799 714630055
1549 1002 642968666
1550 323 651869305
1551 684 750235801
1552 1446 805034859
1553 1058 734500805
1554 131 661104641
1555 679 892255269
1556 557 543993429
1557 1096 950913490
1558 1279 687239982
1559 630 926777411
1560 207 827881731
1561 1087 586657760
1562 1234 985816180
1563 1427 573555599
1564 999 545421315
1565 187 793795406
1566 1193 535145995
1567 1198 555290196
1568 1286 945492299
1569 1410 846596701
1570 433 851053953
1571 821 933747718
1572 949 613211367
1573 974 796887130
1574 850 821888399
1575 1069 500600078
1576 575 966744818
1577 41 632979706
1578 712 561614126
1579 305 738316491
1580 215 661044680
1581 117 729594630
1582 1295 770658794
1583 259 868238550
1584 611 834666874
1585 581 947652153
1586 1267 838560119
1587 931 802934406
1588 1334 824260739
1589 899 844085863
1590 113 703021188
1591 42 610847413
1592 1272 520372666
1593 3 611505632
1594 529 881092301
1595 419 918047427
1596 362 603235465
1597 790 620511509
1598 395 980448372
1599 268 803855577
1600 36 890816606
1601 1555 869449081
1602 774 721578385
1603 1261 616133744
1604 19 512469599
1605 1299 937611179
1606 886 837551881
1607 1042 698271250
1608 546 549675106
1609 307 633183955
1610 121 913581469
1611 1285 575292000
1612 1181 941009949
1613 376 969714762
1614 106 918341444
1615 1267 943696469
1616 1149 684299162
1617 341 501127551
1618 142 629031612
1619 1491 628379083
1620 440 805933039
1621 1380 631678742
1622 800 645908060
1623 110 620318269
1624 849 533344301
1625 805 627575891
1626 91 793329453
1627 1092 703575756
1628 209 596932503
1629 614 865381303
1630 1196 738308409
1631 286 645892741
1632 257 648314902
1633 756 632088042
1634 62 751618596
1635 181 517854433
1636 540 951682025
1637 761 679021274
1638 1211 877741562
1639 1143 698016399
1640 195 873302946
1641 1472 858142754
1642 1437 850637128
1643 1089 669522031
1644 224 557629262
1645 790 913041582
1646 567 910533999
1647 1429 919686367
1648 2 905239540
1649 1498 556623517
1650 726 994811446
1651 1347 695788604
