10000 100000
363 298 747453964
364 192 931701578
365 173 939020472
366 133 622252813
367 54 944104684
368 218 598046079
369 42 929981699
370 151 867860544
371 322 510266083
372 97 603731985
373 318 821774366
374 124 728410235
375 98 841108789
376 67 960940079
377 25 711919787
378 366 513281176
379 230 784033211
380 247 612735334
381 372 881414907
382 196 531351589
383 258 858859560
384 157 863002394
385 264 663362035
386 385 619662328
387 235 789830540
388 208 965112886
389 356 582030642
390 148 580859137
391 297 535837980
392 250 938523173
393 387 636131186
394 209 598166369
395 229 525548337
396 260 810900737
397 204 522858029
398 342 513842105
399 4 692298127
400 215 737815307
401 91 882759297
402 342 719376325
403 286 606810601
404 188 666354269
405 404 861695831
406 335 870669355
407 281 974334370
408 16 731789020
409 54 544423104
410 375 842467214
411 383 949452502
412 340 758160240
413 250 753967264
414 55 943031271
415 204 527776922
416 368 847924600
417 60 572928655
418 347 881168661
419 73 999703425
420 236 840711546
421 78 518275581
422 93 832315316
423 187 931752800
424 76 864176920
425 35 845525910
426 162 512888876
427 171 953772883
428 137 871805257
429 279 792247269
430 408 776699658
431 412 556944129
432 255 923819461
433 261 918149949
434 254 623057044
435 340 524683293
436 55 719607746
437 220 849868246
438 274 861440409
439 410 741257519
440 296 876850399
441 45 998294068
442 260 756781703
443 42 698866066
444 359 727748191
445 391 704435406
446 241 825524673
447 328 627084734
448 3 774133912
449 141 676696300
450 146 509941040
451 224 745070024
452 228 753769643
453 329 789993682
454 171 603640344
455 395 579014952
456 233 745062774
457 339 527124508
458 325 812556590
459 144 654927035
460 410 828945608
461 317 716100970
462 388 726962408
463 345 615621898
464 135 791783125
465 271 990564414
466 9 947090453
467 78 983837898
468 84 676225002
469 57 691865123
470 237 754944174
471 429 511309476
472 88 793572450
473 6 601228559
474 400 835821037
475 163 591228216
476 115 816567258
477 208 554023180
478 120 860466332
479 470 502494557
480 21 837451937
481 131 965303571
482 419 981314481
483 260 608084140
484 360 771348339
485 327 933545529
486 186 945663256
487 133 541495357
488 437 670197096
489 345 729198606
490 34 757769680
491 404 771472561
492 221 648189736
493 199 878012227
494 100 969082171
495 485 687109745
496 280 950305122
497 401 832131212
498 243 979057072
499 328 929021494
500 404 847759740
501 72 849834182
502 232 598585170
503 216 895055050
504 261 556982669
505 106 864098906
506 27 668771110
507 486 852835855
508 450 866317961
509 209 738319841
510 111 575125345
511 375 650818622
512 369 969123516
513 421 970081802
514 405 837631487
515 61 543635314
516 378 654493818
517 453 542062522
518 297 902658971
519 371 829067366
520 38 700913429
521 117 982704755
522 312 676332411
523 315 523541372
524 490 809423120
525 240 565468152
526 467 601054954
527 507 888803071
528 200 595628948
529 229 715737135
530 488 516159692
531 4 529905578
532 365 502234145
533 300 900374087
534 450 580926829
535 479 859389033
536 139 772499078
537 25 690724379
538 219 821726875
539 321 844975712
540 539 732620052
541 137 807168983
542 409 785478901
543 65 662519082
544 139 720423695
545 219 852891355
546 462 688668035
547 135 583758949
548 75 678499175
549 194 970577885
550 348 807118984
551 37 660483436
552 198 986583205
553 432 654423379
554 494 962892693
555 97 651091556
556 396 986483497
557 553 680505105
558 136 509093343
559 34 989329019
560 258 544192147
561 193 602215983
562 538 627903442
563 15 623668077
564 185 716753536
565 194 829272366
566 145 531036135
567 338 612307016
568 166 575831927
569 426 763133532
570 323 723184052
571 241 891178866
572 494 670176548
573 433 514472053
574 358 505589571
575 51 984486377
576 464 730567108
577 14 816023180
578 548 711043750
579 82 575513291
580 344 517216482
581 455 688280874
582 383 690013384
583 377 790433047
584 16 501640769
585 466 798950838
586 292 579466374
587 60 618940082
588 133 514939162
589 429 739315478
590 261 630175488
591 298 555964590
592 333 847691656
593 125 730414228
594 90 950702634
595 206 624796616
596 332 967440961
597 298 531800323
598 509 976720808
599 291 512774192
600 450 780172424
601 46 803752739
602 60 868449241
603 584 745130126
604 310 890060640
605 104 581359939
606 570 685416754
607 116 804416834
608 33 816314883
609 294 897428263
610 497 501000397
611 272 501011948
612 27 653744787
613 439 868746282
614 200 518143555
615 377 829837358
616 10 898263568
617 498 954027172
618 440 907494840
619 501 616959406
620 369 981400971
621 557 962575503
622 299 984823862
623 218 602218591
624 572 940731290
625 82 584838246
626 289 835692092
627 285 525252354
628 427 539305996
629 111 517254223
630 88 733841303
631 524 571315176
632 69 581815263
633 133 870570106
634 358 967746161
635 399 680307707
636 526 707330416
637 199 785406665
638 453 620980393
639 22 608918782
640 249 972302322
641 266 618168498
642 480 664467555
643 542 657162001
644 458 822684451
645 316 652188515
646 34 604174817
647 629 688562297
648 166 711503162
649 56 698019621
650 179 543041681
651 524 854717087
652 49 781923364
653 453 684986372
654 434 939326568
655 163 792700503
656 168 730428657
657 248 927974317
658 413 553563248
659 313 631953764
660 564 616343178
661 550 851930520
662 122 554253213
663 84 744293177
664 588 501888678
665 422 857168232
666 163 708174822
667 350 695147010
668 492 541094397
669 357 666088079
670 493 601451409
671 481 740668388
672 387 723391419
673 35 539670839
674 84 784447695
675 364 565663874
676 147 862456889
677 654 588371294
678 104 754185609
679 246 517214145
680 464 858990312
681 654 739758914
682 242 649472891
683 7 619450830
684 78 711218062
685 248 503282173
686 177 853384832
687 134 738186078
688 505 859193526
689 518 562837617
690 535 589629741
691 632 534161717
692 564 544080994
693 666 568896359
694 574 945577634
695 163 934368747
696 562 649493252
697 449 845273332
698 553 581424798
699 640 513040619
700 396 619478702
701 439 524814622
702 658 851864786
703 358 578606525
704 477 624507014
705 217 501473213
706 130 806114680
707 150 825953670
708 323 568214141
709 634 636247204
710 109 562372645
711 2 822991310
712 20 731131713
713 105 828604673
714 252 957063644
715 248 718257282
716 95 520563568
717 499 923320322
718 299 727465572
719 668 848133691
720 233 647277072
721 597 628103355
722 201 701310940
723 14 636225470
724 498 919516477
725 300 905440581
726 153 646496398
727 514 695368645
728 346 606472738
729 383 694460456
730 563 704037122
731 109 877108989
732 494 569496107
733 16 777087228
734 498 648184916
735 140 562774608
736 656 613480825
737 563 588806220
738 419 741649863
739 178 557129830
740 626 691249047
741 584 516375739
742 566 616575131
743 213 706348903
744 296 601142637
745 508 844478315
746 490 968260381
747 225 683059204
748 58 770354291
749 625 712958364
750 6 702965245
751 223 830749879
752 398 592575271
753 300 745262737
754 295 508197605
755 27 772123719
756 718 943631554
757 491 565655480
758 545 888842312
759 4 732351375
760 296 632282919
761 288 862349835
762 570 906945657
763 161 608208257
764 498 974693405
765 41 690374322
766 654 702305790
767 31 874380390
768 351 600920510
769 441 664683756
770 269 670405924
771 686 750862697
772 489 734683440
773 695 711447597
774 626 997947092
775 581 771719509
776 659 624817556
777 693 560444809
778 84 695099045
779 276 918285724
780 395 919838525
781 379 549111633
782 779 914660659
783 424 692759961
784 626 575628836
785 292 724081660
786 74 549371568
787 363 943505431
788 338 773909401
789 104 958051658
790 436 955410362
791 715 638927122
792 187 926868283
793 75 879836581
794 136 793288301
795 234 899471550
796 732 874987562
797 310 851201993
798 764 571952569
799 666 993347015
800 749 584947324
801 404 985427109
802 430 738841335
803 270 623583192
804 354 805394671
805 348 613244033
806 159 780826296
807 218 864570976
808 694 783374303
809 116 879967073
810 17 569237726
811 69 905708433
812 117 737216632
813 132 723179178
814 15 990610670
815 55 739735722
816 26 654819886
817 276 709822213
818 121 578667941
819 216 581911159
820 254 819236202
821 595 810262914
822 804 859794122
823 123 569970454
824 252 604908678
825 649 875697150
826 335 623243332
827 487 611177981
828 261 914575357
829 74 903194823
830 151 602968686
831 333 698247482
832 532 684171484
833 492 585173631
834 720 513069479
835 144 969326843
836 255 671859581
837 558 875251518
838 143 828029230
839 410 834184783
840 645 588159093
841 330 894618877
842 785 794538542
843 351 647187243
844 397 889837772
845 169 935814448
846 278 552352790
847 600 575734961
848 68 566306413
849 245 535660722
850 572 621863723
851 219 991223982
852 99 797548510
853 471 554308583
854 610 666582113
855 263 921456738
856 479 926867505
857 49 756753438
858 287 986709352
859 706 739120773
860 132 841310779
861 506 604100662
862 29 634840067
863 792 918853768
864 857 957265925
865 648 743884418
866 594 626178462
867 113 749537305
868 496 796474497
869 850 765571310
870 307 995785504
871 151 828262890
872 200 933195647
873 287 679052131
874 820 936772862
875 115 516760756
876 526 706322911
877 690 944408937
878 95 657157522
879 687 603760247
880 362 633956617
881 335 665499149
882 76 566940076
883 496 642767877
884 577 530833308
885 436 736593411
886 414 728513895
887 174 535593151
888 527 568107363
889 412 617839885
890 695 630559807
891 378 740977055
892 686 507163790
893 441 620954524
894 586 852818272
895 121 530973048
896 227 583097631
897 49 814238390
898 432 573460546
899 871 650320506
900 814 655718819
901 755 756329752
902 322 838606708
903 62 940968442
904 889 890349091
905 738 700931229
906 878 629047222
907 141 613588593
908 403 767023707
909 42 825641183
910 587 560675659
911 366 672619971
912 816 654283563
913 553 956251933
914 494 574114958
915 374 585242051
916 31 739931468
917 608 812645469
918 752 539324100
919 446 610785781
920 807 644446789
921 914 537065683
922 445 573937713
923 400 504577683
924 23 573220253
925 332 530176899
926 335 730502511
927 654 561808083
928 643 828505939
929 622 599803683
930 397 622412028
931 628 583100008
932 716 624860299
933 602 786554948
934 269 641803027
935 397 564917831
936 452 561711244
937 724 705933234
938 318 571344574
939 722 761656493
940 708 903465448
941 793 860640793
942 434 806905641
943 165 782616415
944 40 601641722
945 859 895165929
946 892 665417274
947 442 592368433
948 671 807250583
949 528 999861885
950 208 586062175
951 304 733992395
952 885 744119805
953 170 837773945
954 491 902862504
955 492 790161576
956 823 746739729
957 78 817409905
958 417 587454230
959 175 779662432
960 71 785360327
961 776 976800721
962 885 607340084
963 950 831412520
964 243 888315362
965 699 852013050
966 139 594261477
967 172 891508376
968 31 727084255
969 372 627878825
970 489 588564861
971 862 657489325
972 567 609002284
973 248 944660638
974 966 638390036
975 100 880087056
976 937 685481119
977 846 657860987
978 346 635276568
979 532 662858903
980 243 866666788
981 247 924959723
982 488 701739809
983 44 700984329
984 930 543398325
985 572 916549893
986 380 565656074
987 196 877892135
988 342 896745104
989 128 787582704
990 233 826320447
991 888 808743656
992 177 723273381
993 423 567404745
994 65 577567314
995 107 903784709
996 815 734518095
997 953 562855618
998 259 820503762
999 345 910754486
1000 642 696431430
1001 555 941084812
1002 538 809804381
1003 889 517274300
1004 520 628260305
1005 91 529757176
1006 530 880822516
1007 357 562502816
1008 314 793224257
1009 266 755289306
1010 461 787548047
1011 96 610120508
1012 175 508557467
1013 347 976492335
1014 688 507552498
1015 758 548568184
1016 1012 986166421
1017 833 767991168
1018 676 635295169
1019 566 977824343
1020 10 848727748
1021 370 597526407
1022 441 605972432
1023 910 867400754
1024 713 647149845
1025 754 624123409
1026 782 649161661
1027 675 828766020
1028 229 850756475
1029 893 585873956
1030 733 585981121
1031 710 911353192
1032 911 515073768
1033 736 897815138
1034 677 989174724
1035 939 840032544
1036 570 957301375
1037 366 534954158
1038 501 558277040
1039 527 521115607
1040 688 842290952
1041 7 534030350
1042 258 903159816
1043 668 530132072
1044 396 927186596
1045 1016 657201873
1046 717 913207226
1047 728 964847840
1048 783 809116611
1049 249 959675379
1050 255 899149363
1051 398 614904960
1052 731 622000213
1053 983 518260926
1054 835 963268786
1055 653 529821191
1056 946 534703166
1057 881 734895026
1058 523 710460638
1059 246 564830256
1060 73 585852428
1061 150 554924968
1062 829 502041499
1063 63 980716919
1064 460 996042733
1065 940 996026419
1066 31 652598299
1067 355 586734625
1068 362 901303260
1069 711 935816776
1070 792 835789873
1071 706 803179644
1072 478 780458780
1073 907 676159775
1074 867 772924396
1075 210 538698596
1076 775 568352232
1077 1039 526732377
1078 663 731627361
1079 386 583995144
1080 877 869037161
1081 555 509872740
1082 135 859374281
1083 490 596685292
1084 384 954925289
1085 740 935191581
1086 855 838841548
1087 1030 906391599
1088 936 803742280
1089 302 528481717
1090 296 659456797
1091 1034 885113615
1092 700 540194732
1093 529 807890646
1094 932 673380425
1095 512 652391595
1096 403 597497982
1097 263 511753479
1098 396 630816457
1099 725 648504841
1100 1095 869526930
1101 773 617557838
1102 773 519162975
1103 1091 844828504
1104 787 528084646
1105 753 551798549
1106 436 959497889
1107 339 976713336
1108 814 539484686
1109 644 553916752
1110 905 506797007
1111 645 896446393
1112 1048 905524911
1113 832 509767901
1114 570 585100266
1115 1076 545313505
1116 416 927367210
1117 728 937879852
1118 885 608728072
1119 48 963795825
1120 803 639819355
1121 782 616592673
1122 988 666182882
1123 267 993037097
1124 465 918025987
1125 705 797136695
1126 216 993073840
1127 675 611122123
1128 160 692891586
1129 928 556363494
1130 545 731479608
1131 618 789104925
1132 744 874857800
1133 814 784251208
1134 289 907676962
1135 823 790747187
1136 326 798563277
1137 1103 866694904
1138 327 887707791
1139 443 852346603
1140 850 846835391
1141 1022 526973244
1142 447 833367531
1143 813 928673210
1144 655 540952507
1145 952 943557988
1146 705 770276352
1147 1079 513157031
1148 744 633207744
1149 164 582821747
1150 278 642739276
1151 711 819851158
1152 988 816327840
1153 1148 946302205
1154 237 967777429
1155 494 611684039
1156 46 732606391
1157 803 589119313
1158 61 847446971
1159 558 692819615
1160 356 596033249
1161 40 634531032
1162 975 624573391
1163 390 644278695
1164 851 534592167
1165 642 992167614
1166 418 793730658
1167 336 674303444
1168 38 572803257
1169 1101 809609680
1170 671 754520096
1171 825 956242182
1172 496 600607906
1173 1017 585858214
1174 1012 889403550
1175 1125 916026324
1176 529 722919351
1177 546 778682115
1178 739 913244529
1179 1083 924860295
1180 706 917829969
1181 303 835734906
1182 949 803804289
1183 837 833475685
1184 746 931789630
1185 253 800475731
1186 771 868517534
1187 843 541742385
1188 246 748664690
1189 646 807393197
1190 568 616270929
1191 504 621946865
1192 323 740795651
1193 366 733746662
1194 192 604541685
1195 1106 575087599
1196 983 569683541
1197 63 911602744
1198 674 758299911
1199 402 885063939
1200 40 566907027
1201 245 757283494
1202 534 971555770
1203 985 746484753
1204 45 572638047
1205 943 984880663
1206 371 903833552
1207 456 834826190
1208 654 929120458
1209 718 522944449
1210 396 842034342
1211 1192 577574089
1212 368 730438023
1213 362 571755209
1214 93 595716239
1215 1175 867270055
1216 567 967535197
1217 924 649958442
1218 832 887269732
1219 772 603627950
1220 817 835078364
1221 803 632021716
1222 1091 672762713
1223 309 979329414
1224 842 501310801
1225 355 972161046
1226 279 770385171
1227 1054 667222589
1228 521 510168572
1229 854 974754110
1230 512 728257272
1231 438 758696073
1232 530 674851202
1233 540 922116992
1234 3 517410503
1235 324 905919571
1236 524 581099166
1237 114 740120341
1238 931 894064745
1239 834 517690481
1240 42 520223261
1241 29 962227366
1242 907 894199303
1243 290 788209844
1244 947 771901194
1245 296 927658217
1246 429 515714142
1247 224 877681443
1248 27 935154470
1249 735 948477065
1250 1238 962489936
1251 519 990328455
1252 317 964513179
1253 318 914969932
1254 938 825774012
1255 1101 996926249
1256 434 724584946
1257 1022 861002865
1258 1038 698439569
1259 782 673881048
1260 1225 637683524
1261 762 875688281
1262 1047 623626270
1263 1261 724615470
1264 1076 525839022
1265 845 556908647
1266 1170 937949613
1267 256 842643988
1268 1212 605829640
1269 974 629427754
1270 393 518171728
1271 792 538370437
1272 521 534474455
1273 343 775524026
1274 1198 974693628
1275 365 951283601
1276 26 757008000
1277 514 802055776
1278 260 701868245
1279 332 824511906
1280 843 671300288
1281 590 838065786
1282 841 599838154
1283 60 824690435
1284 1183 771201625
1285 750 712621215
1286 362 582700642
1287 134 795215263
1288 441 787654415
1289 576 541964288
1290 200 531982550
1291 784 778348552
1292 297 985234900
1293 124 865111567
1294 238 947941985
1295 551 568502201
1296 785 516620351
1297 253 840149860
1298 942 698496725
1299 142 984286622
1300 422 877972548
1301 616 840071644
1302 371 575158639
1303 133 974299857
1304 919 540314656
1305 1251 772356613
1306 695 612765933
1307 953 538686631
1308 1284 947015571
1309 544 502945207
1310 699 933080030
1311 314 614057452
1312 203 895565139
1313 18 648640260
1314 876 519498298
1315 117 692034155
1316 1036 583361213
1317 1024 637998676
1318 515 944286003
1319 72 851069875
1320 1112 597978831
1321 673 697364681
1322 869 923848524
1323 648 683704086
1324 7 599813972
1325 471 660697577
1326 437 960505001
1327 957 669391347
1328 949 689400926
1329 887 843344509
1330 748 979194278
1331 724 836244534
1332 587 732721402
1333 183 968378549
1334 218 914991788
1335 50 996562462
1336 1262 931542304
1337 714 655292559
1338 223 994869057
1339 1080 984652863
1340 482 559649514
1341 1293 599996279
1342 688 539147615
1343 306 598550984
1344 469 857604359
1345 147 840710703
1346 1039 713694471
1347 280 812473095
1348 946 890612336
1349 1303 623346930
1350 637 847072023
1351 358 587300395
1352 1114 593146202
1353 1264 992470486
1354 1223 504141401
1355 1153 965270858
1356 118 722364268
1357 53 684145008
1358 1217 651643869
1359 823 705393828
1360 923 501515059
1361 1 825910716
1362 277 879511946
1363 959 776093478
1364 854 609189075
1365 1101 725158716
1366 553 618403312
1367 1010 779858995
1368 501 689600512
1369 387 904911968
1370 24 784627041
1371 887 505922464
1372 657 621718574
1373 794 924813350
1374 186 728184129
1375 1190 781489919
1376 220 984980229
1377 1144 915250691
1378 1127 536920475
1379 1124 573791006
1380 66 639207705
1381 1136 510492675
1382 734 925915381
1383 991 873112783
1384 521 593454808
1385 1117 780757293
1386 623 560005478
1387 961 776107755
1388 368 755527109
1389 194 971800106
1390 1254 857321703
1391 991 652975506
1392 794 850621924
1393 707 530541351
1394 756 861189095
1395 993 701399222
1396 1283 755735414
1397 127 730509561
1398 1166 816858147
1399 1155 592703961
1400 1229 768708327
1401 247 542356608
1402 200 802802613
1403 334 691578131
1404 960 706434566
1405 390 718091342
1406 1101 611715692
1407 664 817636184
1408 1121 587899764
1409 362 856541321
1410 821 763259484
1411 569 588335609
1412 243 526770272
1413 407 845320462
1414 229 751667894
1415 977 581166185
1416 100 891946098
1417 210 898549464
1418 1084 503108827
1419 1146 641550658
1420 1149 853117446
1421 551 674132385
1422 512 759463853
1423 929 639866760
1424 347 606927259
1425 774 830294472
1426 405 510685478
1427 593 939815726
1428 849 671762827
1429 771 513782900
1430 1023 577914669
1431 924 854679767
1432 386 858278654
1433 678 924264439
1434 252 642002085
1435 250 798274528
1436 1222 548444954
1437 770 982558069
1438 134 737165255
1439 70 602721436
1440 987 801731197
1441 1137 983999431
1442 1264 586220211
1443 1133 988739551
1444 468 502457069
1445 771 640649371
1446 697 593430594
1447 1255 530515390
1448 505 517084751
1449 1380 517798622
1450 303 959840032
1451 709 606827158
1452 595 978131671
1453 372 998283868
1454 433 623441688
1455 837 740062540
1456 164 523576447
1457 898 843888038
1458 1264 571271855
1459 1123 986110165
1460 1050 813666491
1461 481 718617652
1462 1401 519864053
1463 1083 931567862
1464 1312 825598571
1465 783 890417101
1466 131 667265177
1467 534 864844878
1468 1428 986513170
1469 146 982613797
1470 643 850139452
1471 1054 536323730
1472 714 997134919
1473 467 510480326
1474 46 709195784
1475 588 837330456
1476 1403 824409961
1477 1176 523487282
1478 800 861234049
1479 243 633734040
1480 1394 674816407
1481 1078 703599942
1482 22 623660700
1483 1172 942089264
1484 721 992518369
1485 1428 560945890
1486 891 617875728
1487 757 973625767
1488 1245 736326841
1489 14 967954377
1490 719 616168682
1491 665 560203507
1492 337 536367789
1493 420 750554563
1494 550 639476324
1495 1444 692832254
1496 33 862952536
1497 562 821190666
1498 918 753057272
1499 902 597792677
1500 169 610740119
1501 152 744495077
1502 564 632272817
1503 710 816605443
1504 247 517612794
1505 59 574139022
1506 474 812390082
1507 588 716425966
1508 1102 707173755
1509 419 620129371
1510 44 753390939
1511 1147 807078335
1512 906 601411699
1513 133 798995738
1514 1050 607720121
1515 930 995060823
1516 837 567145418
1517 952 592900285
1518 1094 847250556
1519 1202 511851104
1520 565 853711727
1521 1491 992302136
1522 231 727891006
1523 699 606875601
1524 1119 709035017
1525 193 719225001
1526 984 541639522
1527 913 749037750
1528 1185 898081005
1529 512 727293623
1530 770 693629739
1531 16 928414767
1532 1411 820375376
1533 775 998660157
1534 1230 758514703
1535 1388 735346102
1536 678 794278590
1537 207 853757736
1538 202 585924171
1539 759 728235431
1540 1012 764442060
1541 984 581288862
1542 1284 961594296
1543 801 765585403
1544 892 563466250
1545 1340 982622817
1546 866 887044061
1547 1190 780644436
1548 81 977094973
1549 647 586896244
1550 467 556980294
1551 120 677101120
1552 1205 867040203
1553 312 837268989
1554 412 556354581
1555 125 795765175
1556 808 599755896
1557 596 701227628
1558 273 709851607
1559 1208 567111910
1560 117 536369232
1561 1033 512643546
1562 1517 850044826
1563 275 660350513
1564 725 913456869
1565 489 647436213
1566 383 749612862
1567 1271 940753524
1568 974 730989244
1569 1400 716229530
1570 863 786795529
1571 961 904958091
1572 1199 918663938
1573 1334 909449859
1574 1171 875982975
1575 1171 670294802
1576 853 652605828
1577 457 678515747
1578 826 856575345
1579 1454 743863663
1580 1059 748491743
1581 1418 592289935
1582 52 985695572
1583 966 533134094
1584 307 650200565
1585 1318 758623263
1586 1101 818351573
1587 888 816632044
1588 647 728053921
1589 760 682349973
1590 39 825794219
1591 431 502402904
1592 475 913363627
1593 828 859203453
1594 900 503281837
1595 1388 822458614
1596 116 849753087
1597 187 592470485
1598 1177 914793765
1599 1133 969325061
1600 1289 614377499
1601 157 511394542
1602 460 796689253
1603 786 651168483
1604 659 696535495
1605 690 721318034
1606 965 969978009
1607 25 981059791
1608 217 548428554
1609 284 883983976
1610 634 683133149
1611 1151 644568303
1612 281 864387674
1613 1268 772888470
1614 1106 865571215
1615 897 999612307
1616 489 754988051
1617 1557 552826022
1618 1531 502878183
1619 1 583865529
1620 1422 627666732
1621 617 557797804
1622 981 917176774
1623 1302 619072465
1624 820 842452006
1625 986 989432486
1626 18 648745676
1627 117 815645380
1628 1279 635304517
1629 240 907049765
1630 735 909082286
1631 568 566568240
1632 704 761237251
1633 1190 629654570
1634 1324 859429063
1635 1172 538882038
1636 449 728541123
1637 667 542918995
1638 97 562831598
1639 939 808899832
1640 1028 903144643
1641 887 694251064
1642 832 690773640
1643 1381 525016093
1644 1108 616622933
1645 254 554236945
1646 1014 774514911
1647 787 590044566
1648 1610 558359119
1649 668 999285402
1650 414 608520115
